three,롭䍛ྑ㔲ꆯ敪䣅㰣鿇㦮,0.003789450993754606,1631087642,푸兞⮆橪ƕ鹓斨箢栽䞒,ḓㄐ狠挡疶瀫埝謈䑴㹣
three,邶棵鸪툐蛡綢嬉짍⊚㻰,0.6822370502369823,1662256329,⢉硇㩎㗙菪셽ㅱ鲪揸瓭,♖ⶂԄሁ娘괆⪫佄忛Ȉ
three,彋鬒ꮳ馘駛刣좉⤾⨍穬,0.3418491727460501,1526335673,㵷倜鬣뮆큐ꏗᮖ㍀㦥ꉞ,ʰ㞸弍⢚༥瓨澸膗ꓑ曬
three,뾚넵ẍ༄㛁ꡆ⦽⥌훪哣,0.03703389557971437,242901243,뇕ᚨ淹䉻䟔䔝멈屍筜ꅾ,◧닄楉춮뎚죭钄᢬鞪댚
three,玌맟埵㹊囓嚘෡婵訮붫,0.14177583134663574,-1670926673,얛ꄙ䗌䄗ἕጩ鶂ၜ㦫ᇼ,㝊蟑Ẉ챟㧝荋꣔ፊ㭩撷
three,흎揵楌◯垦쯃筮흳䎍ᑡ,0.8120135136989963,-1428941380,墟䁩硆ꝷ圗ꖷ쨡䓉䯍ඝ,찊諅쨥맻掕谡♺㞊ꟳᏠ
three,蘴⨪ᐪ潵弃諆䔏튮譽퐿,0.08279860387104421,622325266,쐬描뮽좑뭇ਸ਼걍펱蒼綃,库觥ѭ뮵䣒ピळ摀䑌軉
three,顛ᶓ倰ᚯ爠좍ꦺ㝡碈洀,0.6574776686499344,1998129730,뱤쐸ൽ攠Ⓚ틦ڴ蛗맚㺱,諩つ诰薛妅髷熞㨆ꌭ逵
three,臨᯻啊탘⏝ꤍ䰦댳튘ὥ,0.4867000153930534,-873593391,䄊媛뢰눩騒礜⍳퍘迗睠,㋑䡈齊캚ᐗ₃䃉藋穏湗
three,꫻⌌Ŭ錯ꛌ苻甁䉩䬕戳,0.6641865225606656,744527321,奧㈎롹蜱랞矸푬丞뭨ᓑ,ᾋ㙠쬎后⚮⠡답畊级ㄽ
three,ꈙ꾼ᾨ鱥迊Ṣ앷徂蠖鵕,0.6015973878494133,799867934,ꔾୣ೚욈沋爂斎屋鬒஭,ফⱞ埮ὃ聑沉틭ꩺ͂屄
three,፴昊甔傛鹣ꮁ썟쀲簻쮘,0.09026983422224255,-465712032,꤭䌲纗ꗫḦꍦ쯫խ͟Ⱖ,따끟섯ᛑ۱踫碦ℽ䓑᷼
three,鎫ょ蜋켲蒙颬泖芑뺚ᶠ,0.8880295699043345,540389599,뽲ㅕ龏䑂螃㚤깓묗쀻当,桦逬皥ꝋ쎢㍈葹ꑟㇹ픳
three,붲䈉늷먟㊔肁ꤷꍭភ쫻,0.42283149036149836,1218387450,菄⩖쟄붉㸊꣧ꊤ蠀玳삵,꒚췸孄픠祶䠀⟕뽬Გ뫹
three,닒㡻⓳鑽잕麃◦愻鼜첝,0.8221765088439341,1322659400,ꁻ豨죾⽚椬撀䴚廮쁋揌,遤ㆆ홹蜃닏큥⥭ꈵꥼ矄
